,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
41129,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.49024625837
41130,27.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Urban,11,20002.49024625837
41131,29.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.49024625837
41132,35.0,4.9,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,32,20002.49024119101
41133,24.0,4.8,Windy,Jam,2,Meal,motorcycle,1.0,No,,13,20002.49024119101
41134,32.0,4.5,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.49024119101
41135,22.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Urban,13,20002.49024119101
41136,21.0,4.4,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,20002.49024119101
41137,38.0,4.5,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.49024119101
41138,32.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.49024119101
41139,29.0,4.6,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.49024119101
41140,32.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,,29,20002.49024119101
41141,26.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,18,20002.49024119101
41142,34.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.49024119101
41143,38.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.49024119101
41144,34.0,4.7,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,37,20002.49024119101
41145,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.49024119101
41146,24.0,4.2,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,33,20002.490241167834
41147,24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.490241167834
41148,21.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.490241167834
41149,33.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,20002.490241167834
41150,38.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.490241167834
41151,25.0,4.7,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,22,20002.490241167834
41152,35.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.490241167834
41153,22.0,4.8,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,20002.490241167834
41154,28.0,4.9,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,17,20002.490241167834
41155,,,,,3,Snack,scooter,1.0,No,Urban,30,20002.490241167834
41156,39.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.490241167834
41157,29.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,20002.490241167834
41158,34.0,4.6,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.490241167834
41159,35.0,4.0,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.490241167834
41160,38.0,4.3,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,20002.490241167834
41161,21.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.490240419174
41162,25.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,12,20002.490240419174
41163,26.0,5.0,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,32,20002.490240419174
41164,30.0,5.0,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,30,20002.490240419174
41165,33.0,4.5,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.490240419174
41166,28.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,21,20002.490240419174
41167,31.0,4.4,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,32,20002.490240419174
41168,32.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,20002.490240419174
41169,32.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.490240419174
41170,24.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,20002.490240419174
41171,26.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,20002.490240419174
41172,22.0,4.5,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,20002.490240419174
41173,37.0,4.2,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,43,20002.490240419174
41174,29.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.490240419174
41175,32.0,4.2,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,39,20002.490240419174
41176,31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,27,20002.490240419174
41177,38.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.490240096442
41178,26.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.490240096442
41179,35.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.490240096442
41180,24.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,13,20002.490240096442
41181,39.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.490240096442
41182,36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.490240096442
41183,24.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.490240096442
41184,36.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,20002.490240096442
41185,38.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.490240096442
41186,26.0,5.0,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,26,20002.490240096442
41187,38.0,4.6,Stormy,Low,1,Meal,motorcycle,,No,Metropolitian,16,20002.490240096442
41188,20.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,20002.490240096442
41189,26.0,4.7,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,27,20002.490240096442
41190,30.0,4.7,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,20002.490240096442
41191,25.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.490240096442
41192,33.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.490240096442
41193,24.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Urban,11,20002.49023793854
41194,20.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.49023793854
41195,27.0,4.9,Cloudy,Low,1,Meal,motorcycle,1.0,No,,13,20002.49023793854
41196,21.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.49023793854
41197,23.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,20002.49023793854
41198,21.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,12,20002.49023793854
41199,39.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Urban,30,20002.49023793854
41200,37.0,4.7,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,20002.49023793854
41201,22.0,4.3,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.49023793854
41202,21.0,4.6,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.49023793854
41203,28.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,20002.49023793854
41204,23.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,17,20002.49023793854
41205,33.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.49023793854
41206,24.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.49023789409
41207,26.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,12,20002.49023789409
41208,34.0,3.8,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,44,20002.49023789409
41209,30.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,Urban,15,20002.49023789409
41210,37.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.49023789409
41211,33.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.49023789409
41212,25.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Urban,22,20002.49023789409
41213,26.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Urban,22,20002.49023789409
41214,29.0,4.9,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.49023789409
41215,,,,,3,Buffet,scooter,0.0,No,Metropolitian,41,20002.49023789409
41216,29.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Urban,14,20002.49023789409
41217,23.0,4.8,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.49023789409
41218,23.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,22,20002.49023789409
41219,23.0,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,15,20002.49023789409
41220,25.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.490237860493
41221,34.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,42,20002.490237860493
41222,25.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,18,20002.490237860493
41223,25.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,20002.490237860493
41224,27.0,4.5,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,14,20002.490237860493
41225,27.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,39,20002.490237860493
41226,21.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.490237860493
41227,39.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.490237860493
41228,37.0,4.8,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.490237860493
41229,20.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.490237860493
41230,22.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.490237860493
41231,31.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.490237604037
41232,15.0,1.0,,,3,Meal,scooter,0.0,No,Metropolitian,25,20002.490237604037
41233,22.0,4.8,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,20002.490237604037
41234,28.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,15,20002.490237604037
41235,32.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,35,20002.490237604037
41236,38.0,4.5,Windy,Medium,2,Drinks,motorcycle,1.0,No,Urban,28,20002.490237604037
41237,28.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.490237604037
41238,37.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,20002.490237604037
41239,35.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35,20002.490237604037
41240,34.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,10,20002.490237604037
41241,28.0,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,20002.490237604037
41242,21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,45,20002.490237604037
41243,21.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,20002.490237604037
41244,25.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Urban,23,20002.490237604037
41245,,,,,3,Drinks,scooter,0.0,No,Metropolitian,27,20002.490237053174
41246,24.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,18,20002.490237053174
41247,24.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,48,20002.490237053174
41248,28.0,4.8,Windy,Low,2,Drinks,electric_scooter,0.0,,Metropolitian,10,20002.490237053174
41249,24.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.490237053174
41250,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,39,20002.490237053174
41251,28.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,15,20002.490237053174
41252,33.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,20002.490237053174
41253,38.0,4.8,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,22,20002.490237053174
41254,23.0,4.9,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.490237053174
41255,30.0,4.7,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.490237053174
41256,34.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,20002.490237053174
41257,34.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,20002.490237053174
41258,23.0,5.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,43,20002.490237053174
41259,29.0,4.9,Cloudy,Low,0,Drinks,motorcycle,,No,Metropolitian,23,20002.49023689836
41260,22.0,4.5,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.49023689836
41261,26.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,20002.49023689836
41262,36.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.49023689836
41263,28.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,24,20002.49023689836
41264,39.0,4.1,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,38,20002.49023689836
41265,22.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,12,20002.49023689836
41266,39.0,4.7,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.49023689836
41267,38.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17,20002.49023689836
41268,35.0,5.0,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,20002.49023689836
41269,36.0,4.5,Windy,High,2,Drinks,scooter,1.0,No,Urban,30,20002.49023689836
41270,29.0,4.7,Cloudy,Medium,0,Snack,motorcycle,,No,,29,20002.49023689836
41271,32.0,4.9,Stormy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.49023689836
41272,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.49023689836
41273,34.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Urban,30,20002.49023689836
41274,31.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Semi-Urban,50,20002.490236765036
41275,26.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,15,20002.490236765036
41276,23.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,14,20002.490236765036
41277,39.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,19,20002.490236765036
41278,36.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.490236765036
41279,37.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.490236765036
41280,29.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,16,20002.490236765036
41281,32.0,4.8,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,23,20002.490236765036
41282,26.0,4.2,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,44,20002.490236765036
41283,27.0,4.3,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.490236765036
41284,22.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.490236765036
41285,36.0,4.1,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.490236765036
41286,20.0,4.8,Cloudy,Low,1,Drinks,scooter,,No,,26,20002.49023628643
41287,25.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,,No,Metropolitian,15,20002.49023628643
41288,23.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.49023628643
41289,38.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,20002.49023628643
41290,24.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Urban,12,20002.49023628643
41291,24.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,16,20002.49023628643
41292,22.0,4.7,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,20002.49023628643
41293,27.0,4.6,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.49023628643
41294,24.0,4.3,Fog,Jam,2,Snack,scooter,0.0,Yes,Metropolitian,41,20002.49023628643
41295,22.0,4.8,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,23,20002.49023628643
41296,23.0,4.7,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49023628643
41297,23.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.49023628643
41298,35.0,5.0,Fog,Jam,1,Buffet,motorcycle,1.0,Yes,Urban,47,20002.49023628643
41299,31.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.49023628643
41300,23.0,5.0,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,14,20002.49023628643
41301,35.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.49023628643
41302,22.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,20002.490236196514
41303,31.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.490236196514
41304,36.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,22,20002.490236196514
41305,38.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,22,20002.490236196514
41306,20.0,4.7,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.490236196514
41307,37.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.490236196514
41308,25.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,,31,20002.490236196514
41309,23.0,4.9,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.490236196514
41310,32.0,3.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,42,20002.490236196514
41311,33.0,4.8,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,22,20002.490236196514
41312,29.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,28,20002.490236196514
41313,29.0,4.5,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.490236196514
41314,28.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,20002.490236196514
41315,34.0,5.0,Fog,Jam,2,Snack,scooter,1.0,No,Urban,40,20002.49023243387
41316,20.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,10,20002.49023243387
41317,29.0,4.6,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.49023243387
41318,39.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,43,20002.49023243387
41319,37.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.49023243387
41320,29.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.49023243387
41321,,,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.49023243387
41322,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,20,20002.49023243387
41323,32.0,4.1,Cloudy,Low,2,Drinks,scooter,2.0,No,Urban,34,20002.49023243387
41324,27.0,4.5,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,20002.49023243387
41325,24.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,19,20002.49023243387
41326,21.0,4.8,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,28,20002.49023243387
41327,28.0,4.6,Fog,Medium,0,Buffet,motorcycle,2.0,No,Urban,44,20002.49023243387
41328,38.0,4.1,Cloudy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,49,20002.49023243387
41329,26.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.49023243387
41330,,,,,3,Meal,scooter,1.0,No,Metropolitian,29,20002.49023243387
41331,21.0,5.0,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,13,20002.49021853055
41332,,,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,20002.49021853055
41333,38.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.49021853055
41334,34.0,4.8,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.49021853055
41335,36.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,45,20002.490218063303
41336,27.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.490218063303
41337,32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.490212055858
41338,36.0,5.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.490212055858
41339,27.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.490212055858
41340,20.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,17,20002.490212055858
41341,30.0,3.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.490211953605
41342,36.0,4.1,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41,20002.490211953605
41343,28.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.490211953605
41344,25.0,4.7,Sunny,High,1,Meal,scooter,0.0,No,Metropolitian,10,20002.490211953605
41345,39.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,49,20002.490211874217
41346,22.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,20002.490211874217
41347,21.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.490211874217
41348,35.0,4.0,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,34,20002.490211874217
41349,23.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,,10,20002.490211660162
41350,31.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.490211660162
41351,22.0,4.6,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.490211660162
41352,27.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,,29,20002.490211660162
41353,35.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.490211518434
41354,33.0,5.0,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.490211518434
41355,22.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.490211518434
41356,35.0,3.6,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.49021148103
41357,28.0,4.3,Windy,Low,0,Drinks,motorcycle,,No,Metropolitian,15,20002.49021148103
41358,29.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.490211155608
41359,32.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,15,20002.490211155608
41360,33.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.490211155608
41361,20.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.490208705512
41362,26.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,26,20002.490208705512
41363,38.0,5.0,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,20002.49020776275
41364,27.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,,18,20002.49020776275
41365,24.0,5.0,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49020776275
41366,29.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Urban,20,20002.490207728482
41367,20.0,4.9,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.490207728482
41368,38.0,4.8,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,24,20002.490207728482
41369,38.0,4.8,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.490207154256
41370,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,18,20002.490207154256
41371,33.0,4.5,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.490207154256
41372,27.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,20002.490207154256
41373,37.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.49020164582
41374,26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.49020164582
41375,37.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,20002.49020164582
41376,,,Windy,Medium,1,Drinks,motorcycle,2.0,No,Urban,37,20002.49011441634
41377,31.0,4.4,Stormy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.49011441634
41378,34.0,4.5,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,20002.49011441634
41379,36.0,4.4,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.49011441634
41380,23.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,31,20002.49011441634
41381,38.0,4.9,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.49011441634
41382,21.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.49011441634
41383,26.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.49011441634
41384,22.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.49011441634
41385,30.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,,10,20002.49011441634
41386,39.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.49011441634
41387,21.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.49011441634
41388,31.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,20002.49011441634
41389,37.0,4.7,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.49011441634
